Co_Ref,crm_customer_complained,Time_to_Renewal,crm_competitors_mentioned,crm_refund_mentioned,crm_contractor_engagement,crm_customer_payment_intention,crm_membership_overdue,crm_dissatisfaction_with_support,crm_contractor_sentiment_score,Prospect_Outcome
PM1759,No,14_out,No,No,0,0,No,1,42.5,Won
PM1928,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PM1947,No,pre_renewal,No,No,1,0,No,0,40.0,Won
PM2015,No,14_out,No,No,1,1,Yes,1,30.0,Churned
PM2131,No,14_out,No,No,1,0,Not Discussed,0,13.333333333333334,Won
PM2237,No,14_out,No,No,0,0,Yes,0,50.0,Won
PM2370,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PM2591,No,pre_renewal,No,No,0,0,Not Discussed,0,50.0,Won
PM2624,No,45_out,No,No,1,0,No,0,10.0,Won
PM2704,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PM2716,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PM2848,No,14_out,No,No,0,0,No,0,50.0,Won
PM2945,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PM2959,No,14_out,No,No,0,0,No,0,60.0,Won
PM2995,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PM3326,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
PM3423,No,45_out,No,No,0,0,No,0,46.66666666666666,Won
PM3432,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
PM3525,No,14_out,No,No,1,0,No,0,0.0,Won
PM3556,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PM4249,No,45_out,Not Discussed,No,1,0,No,0,0.0,Won
PM4324,No,pre_renewal,No,No,1,0,No,0,25.0,Won
PM4371,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PM4377,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PM4503,No,14_out,No,No,0,0,No,0,50.0,Won
PM4601,No,14_out,No,No,0,0,No,0,50.0,Won
PM4626,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PM5105,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
PM5319,No,14_out,No,No,0,0,Not Discussed,0,47.5,Won
PM5344,No,14_out,No,No,0,0,No,0,46.66666666666666,Won
PM5583,No,14_out,No,No,0,0,Not Discussed,0,55.0,Won
PM5813,No,14_out,No,No,0,0,No,1,40.0,Won
PM5851,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,0.0,Churned
PM6176,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PM6291,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PM6422,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PM6458,Yes,14_out,No,No,0,0,No,1,20.0,Won
PM6929,No,pre_renewal,No,No,1,0,Not Discussed,0,25.0,Churned
PM6931,No,14_out,No,No,1,0,Yes,0,20.0,Won
PM7096,No,14_out,No,No,1,0,Not Discussed,0,12.5,Churned
PM7734,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PM8236,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
PM8589,No,45_out,No,No,0,0,Not Discussed,0,53.333333333333336,Won
PM8890,No,14_out,No,No,0,0,No,0,57.5,Won
PM8920,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
PM9629,No,45_out,No,No,0,0,Yes,0,50.0,Won
PM9637,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PM9698,No,45_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Won
PM9705,Yes,14_out,No,No,1,1,Not Discussed,1,36.66666666666666,Won
PM9780,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
PN0111,No,14_out,No,No,0,0,No,0,53.333333333333336,Won
PN0239,No,14_out,No,No,1,0,No,0,25.0,Churned
PN0248,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN0308,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
PN0478,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
PN0956,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN1006,No,45_out,Not Discussed,No,0,0,No,0,38.0,Won
PN1195,No,14_out,No,No,0,0,Yes,0,50.0,Won
PN1558,No,14_out,No,No,0,0,Not Discussed,1,55.0,Won
PN1594,No,45_out,No,No,0,0,Yes,1,23.33333333333333,Won
PN1912,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN1930,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
PN2008,No,pre_renewal,Not Discussed,No,1,0,Yes,0,26.0,Won
PN2484,No,14_out,No,No,0,0,No,0,65.0,Won
PN2828,No,14_out,No,No,1,0,No,0,25.0,Won
PN2983,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
PN2986,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN3047,No,14_out,No,No,0,1,Not Discussed,0,26.666666666666668,Won
PN3107,No,14_out,No,No,0,0,No,0,45.0,Won
PN3128,No,14_out,No,No,0,0,No,0,47.5,Won
PN3222,No,45_out,No,No,1,0,Not Discussed,0,25.0,Won
PN3352,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN3680,No,45_out,No,No,0,0,Yes,0,33.333333333333336,Won
PN4062,No,14_out,Not Discussed,No,1,0,No,0,0.0,Won
PN4063,No,14_out,No,No,1,0,Yes,0,12.5,Won
PN4159,No,14_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
PN4230,No,14_out,No,No,1,0,No,0,32.5,Won
PN4264,No,14_out,No,No,0,0,No,0,80.0,Won
PN4303,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PN4417,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
PN4437,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PN4656,No,14_out,No,No,1,0,No,0,16.666666666666668,Won
PN4675,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN4904,No,14_out,No,No,1,1,Not Discussed,0,43.333333333333336,Won
PN5320,Yes,14_out,No,No,0,0,No,1,40.0,Won
PN5528,No,14_out,No,No,0,1,Not Discussed,0,65.0,Won
PN5715,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN5800,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PN5847,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
PN5881,No,14_out,No,No,1,0,No,0,10.0,Won
PN6803,No,14_out,No,No,0,0,Not Discussed,0,75.0,Won
PN6829,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN7248,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
PN7477,No,14_out,No,No,0,0,No,0,50.0,Won
PN7533,No,14_out,No,No,1,0,Not Discussed,0,32.5,Won
PN7774,No,45_out,No,No,1,0,Not Discussed,1,20.0,Churned
PN7800,No,pre_renewal,No,No,0,0,Yes,0,50.0,Churned
PN7948,No,45_out,No,Yes,0,0,Not Discussed,0,23.33333333333333,Churned
PN8070,No,14_out,No,No,0,0,Yes,0,45.0,Won
PN8383,No,pre_renewal,Not Discussed,No,1,0,Not Discussed,0,10.0,Churned
PN8489,No,45_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
PN8660,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PN8967,No,14_out,No,No,1,0,Not Discussed,0,50.0,Won
PN9018,No,14_out,No,No,0,0,No,0,35.0,Won
PN9049,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PN9079,No,pre_renewal,No,No,0,1,Not Discussed,0,50.0,Won
PN9082,No,45_out,No,No,1,0,Not Discussed,0,25.0,Won
PN9100,No,14_out,No,No,1,0,Not Discussed,0,35.0,Won
PN9206,No,14_out,No,No,0,0,No,0,50.0,Won
PN9244,No,14_out,No,No,0,0,Yes,0,37.5,Won
PN9325,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.5,Won
PN9520,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
PN9560,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,30.0,Won
PN9865,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PN9982,No,14_out,No,No,1,0,No,0,25.0,Churned
PO0237,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PO0420,No,14_out,No,No,1,0,Yes,0,25.0,Won
PO0421,No,14_out,No,No,0,0,Yes,0,70.0,Won
PO0455,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO0939,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
PO1069,No,pre_renewal,No,No,0,0,Not Discussed,0,45.0,Won
PO1128,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
PO1241,No,14_out,Not Discussed,No,1,0,Not Discussed,0,30.0,Won
PO1472,No,14_out,No,No,0,0,Yes,1,56.66666666666666,Won
PO1619,No,45_out,No,No,0,0,Not Discussed,0,65.0,Won
PO1899,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO2068,No,pre_renewal,No,No,0,0,Yes,0,65.0,Won
PO2189,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PO2243,No,14_out,No,No,1,0,No,0,0.0,Won
PO3030,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PO3145,No,14_out,Not Discussed,No,1,1,Yes,0,42.5,Churned
PO3372,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PO3499,No,14_out,No,No,1,0,Not Discussed,0,26.666666666666668,Won
PO3508,No,pre_renewal,No,No,1,0,Yes,0,25.0,Won
PO3599,No,45_out,No,No,0,0,Yes,0,50.0,Won
PO3802,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO4013,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
PO4101,No,pre_renewal,No,No,1,1,Yes,0,25.0,Won
PO4124,No,14_out,No,No,0,0,Yes,0,37.5,Won
PO4464,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO4505,No,14_out,Yes,No,0,0,Not Discussed,0,33.333333333333336,Won
PO4623,No,pre_renewal,No,No,0,0,No,0,75.0,Won
PO4732,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO4804,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO4818,No,14_out,No,No,0,0,No,0,60.0,Won
PO4877,No,14_out,No,No,0,0,Yes,0,45.0,Won
PO5181,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO5183,No,14_out,No,No,1,0,Yes,0,32.5,Won
PO5315,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO5535,No,14_out,No,No,0,0,No,0,35.0,Won
PO5553,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
PO5560,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
PO5583,No,14_out,Not Discussed,No,1,0,Not Discussed,0,13.333333333333334,Won
PO5774,No,14_out,Not Discussed,No,0,0,Not Discussed,0,60.0,Won
PO5877,No,45_out,No,No,1,0,Not Discussed,0,25.0,Won
PO5898,No,14_out,No,No,1,0,Not Discussed,0,50.0,Churned
PO5902,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
PO6118,No,14_out,Not Discussed,No,1,0,Not Discussed,1,30.0,Churned
PO6137,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PO6508,No,14_out,No,No,1,0,Not Discussed,1,16.666666666666668,Churned
PO6909,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO7302,No,45_out,Not Discussed,No,1,0,Yes,0,0.0,Won
PO7329,No,45_out,No,No,1,0,Not Discussed,0,25.0,Won
PO7409,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO7683,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
PO8040,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
PO8093,No,14_out,No,No,0,0,No,0,50.0,Won
PO8288,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PO8889,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PO8890,No,45_out,No,No,0,0,Not Discussed,0,50.0,Won
PO8923,No,14_out,Not Discussed,No,1,0,Not Discussed,0,28.571428571428573,Won
PO9474,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
PO9596,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
PO9598,No,pre_renewal,No,No,1,1,Not Discussed,0,25.0,Churned
PO9716,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
PO9717,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PO9767,No,14_out,No,No,0,0,Not Discussed,0,32.5,Won
PO9952,No,45_out,No,No,0,0,No,0,40.0,Won
PP0219,No,14_out,No,No,1,1,Yes,0,56.66666666666666,Churned
PP0266,No,14_out,No,No,1,0,No,0,25.0,Won
PP0572,No,14_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Churned
PP0605,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP0678,No,14_out,No,No,0,0,No,0,50.0,Won
PP0908,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
PP0985,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PP0986,No,14_out,No,No,0,0,Not Discussed,0,43.333333333333336,Won
PP1151,No,14_out,No,No,0,0,No,0,37.5,Won
PP1519,No,14_out,Not Discussed,No,1,0,Not Discussed,0,0.0,Won
PP1536,No,14_out,No,No,0,0,No,0,65.0,Won
PP1775,No,14_out,No,No,0,0,Yes,0,33.333333333333336,Won
PP1873,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
PP2103,No,14_out,No,No,0,0,Yes,0,42.5,Won
PP2200,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PP2322,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PP2427,No,14_out,No,No,1,0,Not Discussed,0,17.5,Won
PP2564,No,14_out,No,No,1,0,Yes,0,20.0,Won
PP3090,No,14_out,Not Discussed,No,1,0,Not Discussed,0,12.857142857142858,Won
PP3179,No,14_out,No,No,0,0,Yes,0,37.5,Won
PP3298,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP3307,No,pre_renewal,No,No,1,0,Yes,0,25.0,Won
PP3537,No,14_out,No,No,0,0,Yes,0,50.0,Won
PP3759,No,pre_renewal,No,No,0,0,No,0,50.0,Won
PP3785,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP3842,No,14_out,No,No,1,1,No,0,43.333333333333336,Churned
PP4015,No,45_out,No,No,1,0,No,0,16.666666666666668,Churned
PP4472,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PP5070,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PP5486,No,45_out,No,No,1,0,No,1,33.333333333333336,Churned
PP5697,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
PP5703,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP6145,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PP6277,No,45_out,No,No,0,0,Yes,0,60.0,Won
PP6608,No,14_out,No,No,0,0,No,0,50.0,Won
PP6653,No,14_out,No,No,0,0,No,0,63.333333333333336,Won
PP6892,No,45_out,No,No,1,0,Yes,0,30.0,Won
PP6893,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PP7051,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PP7122,No,14_out,No,No,0,0,No,1,30.0,Won
PP7125,No,14_out,No,No,1,1,No,0,50.0,Churned
PP7246,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
PP7551,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PP7619,No,14_out,Not Discussed,No,1,0,Not Discussed,0,30.0,Won
PP7848,No,14_out,No,No,0,0,No,0,60.0,Won
PP8078,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PP8147,No,45_out,No,No,1,0,Not Discussed,0,0.0,Churned
PP8521,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
PP8556,No,14_out,No,No,1,0,No,0,25.0,Won
PP8663,No,14_out,No,No,0,0,No,0,65.0,Won
PP8736,No,14_out,No,No,0,0,No,0,75.0,Won
PP8804,No,14_out,No,No,1,1,Not Discussed,1,43.333333333333336,Churned
PP8854,No,14_out,No,No,0,0,No,0,50.0,Won
PP9035,No,14_out,No,No,0,0,Not Discussed,0,67.5,Won
PP9167,No,14_out,No,No,0,0,Not Discussed,0,45.0,Won
PP9273,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP9282,No,14_out,No,No,0,0,Yes,0,50.0,Won
PP9521,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PP9736,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Won
PP9833,No,14_out,No,No,0,0,Not Discussed,0,65.0,Won
PP9882,No,14_out,No,No,1,0,Not Discussed,0,40.0,Won
PP9954,No,14_out,No,No,0,0,Not Discussed,0,47.5,Won
PP9971,No,45_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PP9990,No,45_out,No,No,0,0,Yes,0,60.0,Won
PP9999,No,14_out,No,No,0,0,Not Discussed,0,63.333333333333336,Won
PQ0238,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PQ0298,No,prior_year,No,No,1,0,No,0,10.0,Won
PQ0890,No,14_out,No,No,1,0,Not Discussed,0,12.5,Churned
PQ0911,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PQ0912,No,pre_renewal,No,No,1,1,Not Discussed,0,0.0,Churned
PQ1078,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,20.0,Churned
PQ1325,No,45_out,No,No,0,0,No,0,50.0,Churned
PQ1433,No,45_out,No,No,0,0,No,0,70.0,Won
PQ1468,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
PQ1473,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PQ2075,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PQ2380,No,14_out,No,No,0,0,Not Discussed,0,66.66666666666667,Won
PQ2564,No,14_out,No,No,0,0,Yes,0,45.0,Won
PQ3106,No,14_out,No,No,0,0,Not Discussed,0,60.0,Won
PQ3194,No,45_out,No,No,1,0,Not Discussed,0,0.0,Won
PQ3272,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PQ4062,No,14_out,No,No,0,0,Yes,0,45.0,Won
PQ4140,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
PQ4252,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PQ4545,No,14_out,No,No,0,0,Yes,0,50.0,Won
PQ4943,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
PQ5018,No,pre_renewal,No,No,1,1,Yes,1,20.0,Won
PQ5142,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PQ5463,No,14_out,No,No,1,0,No,0,16.666666666666668,Churned
PQ5611,No,45_out,No,No,0,1,No,0,50.0,Churned
PQ5735,No,45_out,No,No,1,1,Not Discussed,0,33.333333333333336,Churned
PQ5947,No,14_out,Not Discussed,No,0,0,No,0,73.33333333333333,Won
PQ6133,No,pre_renewal,No,No,1,0,Yes,0,25.0,Churned
PQ6508,No,45_out,No,No,1,0,Not Discussed,0,0.0,Won
PQ6691,No,14_out,No,No,0,0,Yes,0,45.0,Won
PQ7044,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PQ7326,No,14_out,No,No,1,0,No,0,0.0,Won
PQ7383,No,14_out,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
PQ7564,No,14_out,Not Discussed,No,1,0,Not Discussed,0,18.75,Won
PQ7966,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PQ8213,No,14_out,No,No,1,0,No,0,25.0,Won
PQ8276,No,14_out,No,No,1,0,Not Discussed,1,20.0,Churned
PQ8377,No,14_out,No,No,0,0,Not Discussed,0,25.0,Won
PQ8909,No,14_out,No,No,0,0,No,0,50.0,Won
PQ9311,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
PQ9332,No,prior_year,Not Discussed,No,1,0,Not Discussed,0,10.0,Won
PQ9907,No,14_out,Not Discussed,No,1,0,Yes,0,33.333333333333336,Won
PR0084,No,14_out,No,No,0,0,No,0,60.0,Won
PR0165,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
PR0639,No,14_out,No,No,1,1,Not Discussed,1,30.0,Churned
PR0745,No,45_out,No,No,0,0,Yes,0,50.0,Won
PR0830,No,14_out,No,No,1,0,Yes,0,22.5,Won
PR0993,No,14_out,No,No,0,0,Not Discussed,0,55.0,Won
PR1047,No,45_out,Not Discussed,No,0,0,Not Discussed,0,44.0,Won
PR1065,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PR1232,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR1471,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PR1721,No,14_out,Not Discussed,No,1,0,Yes,1,0.0,Won
PR2188,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PR2683,Yes,14_out,No,No,1,1,No,1,30.0,Won
PR2781,No,45_out,Not Discussed,No,0,0,Not Discussed,0,38.0,Won
PR2905,Yes,14_out,No,No,0,0,No,1,40.0,Won
PR3196,No,14_out,Not Discussed,No,1,0,Not Discussed,0,6.666666666666667,Won
PR3268,No,14_out,No,No,0,0,No,0,65.0,Won
PR3475,No,14_out,No,No,1,0,Yes,0,16.666666666666668,Won
PR3622,No,45_out,No,No,0,0,Yes,0,60.0,Won
PR3852,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PR4026,No,14_out,No,No,1,0,Yes,0,12.5,Won
PR4217,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR4279,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PR4330,No,14_out,Not Discussed,No,0,0,Not Discussed,0,23.33333333333333,Won
PR4339,No,45_out,No,No,0,0,No,0,50.0,Won
PR4383,No,14_out,Not Discussed,No,0,0,Not Discussed,0,33.333333333333336,Won
PR4513,No,14_out,Not Discussed,No,1,0,Not Discussed,0,7.142857142857143,Won
PR4542,No,14_out,No,No,1,0,Not Discussed,0,12.5,Won
PR4661,No,14_out,No,No,0,0,No,1,66.66666666666667,Won
PR4688,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
PR4693,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR4750,No,14_out,No,No,0,0,Not Discussed,0,32.5,Won
PR4805,Yes,45_out,No,No,1,0,Not Discussed,1,8.333333333333334,Won
PR4932,No,14_out,No,No,0,0,Yes,0,37.5,Won
PR5087,No,14_out,No,No,0,1,Yes,0,50.0,Churned
PR5286,No,45_out,No,No,1,1,No,1,30.0,Won
PR5295,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PR5410,No,14_out,Not Discussed,No,1,0,Not Discussed,0,30.0,Won
PR5428,No,14_out,No,No,0,0,Yes,1,37.5,Won
PR5511,No,14_out,No,No,1,0,No,0,40.0,Won
PR5534,No,14_out,Not Discussed,No,1,0,No,0,12.5,Won
PR5562,No,14_out,Not Discussed,No,1,0,Not Discussed,0,16.666666666666668,Churned
PR5764,No,45_out,No,No,0,0,No,0,45.0,Won
PR5773,No,14_out,No,No,1,0,No,0,25.0,Won
PR6127,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR6226,No,14_out,No,No,0,0,Not Discussed,0,23.33333333333333,Won
PR6366,No,14_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PR6481,No,14_out,No,No,1,0,No,0,25.0,Won
PR6837,No,14_out,No,No,0,0,Not Discussed,0,37.5,Won
PR6878,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR7027,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR7336,No,pre_renewal,No,No,1,0,Yes,0,10.0,Churned
PR7446,No,14_out,No,No,0,0,No,0,43.333333333333336,Won
PR7448,No,14_out,No,No,1,1,Not Discussed,0,0.0,Churned
PR7507,No,45_out,No,No,1,0,Yes,0,50.0,Churned
PR7683,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PR7906,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PR8106,No,pre_renewal,No,No,0,1,No,0,45.0,Churned
PR8154,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PR8276,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
PR8296,No,pre_renewal,No,No,0,0,Yes,0,50.0,Won
PR8439,Yes,14_out,No,No,1,1,No,1,6.666666666666667,Churned
PR8455,No,14_out,No,No,1,0,Not Discussed,0,40.0,Won
PR8607,No,14_out,Not Discussed,No,1,0,Not Discussed,0,21.428571428571427,Won
PR8664,No,14_out,No,No,1,0,Not Discussed,0,0.0,Won
PR8756,No,14_out,No,No,0,0,No,0,50.0,Won
PR8765,No,14_out,Not Discussed,No,1,0,Not Discussed,0,14.285714285714286,Won
PR8976,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
PR9110,No,14_out,No,No,0,0,Not Discussed,0,50.0,Won
PR9252,No,14_out,Not Discussed,No,1,0,Not Discussed,0,11.428571428571429,Won
PR9349,No,14_out,No,No,1,0,Not Discussed,0,25.0,Won
PR9625,No,14_out,No,No,0,0,No,0,16.666666666666668,Churned
PS0030,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
PS0336,No,14_out,No,No,1,1,Not Discussed,1,20.0,Won
PS0384,No,14_out,No,No,1,0,Not Discussed,0,0.0,Churned
PS0553,No,14_out,No,No,0,0,Yes,1,43.333333333333336,Won
PS0671,No,45_out,Not Discussed,Not Discussed,1,0,Not Discussed,0,3.333333333333333,Won
PS0747,No,45_out,No,No,0,0,No,0,33.333333333333336,Won
PS0783,No,45_out,No,No,1,0,Not Discussed,0,16.666666666666668,Won
PS0986,No,14_out,No,No,0,0,Not Discussed,0,33.333333333333336,Won
PS1031,No,14_out,No,No,1,0,No,0,25.0,Won
PS1505,No,pre_renewal,Not Discussed,No,1,1,Yes,1,4.0,Won
PS1509,No,14_out,Not Discussed,No,1,0,Not Discussed,0,15.0,Won
PS1739,No,14_out,No,No,0,0,Not Discussed,0,57.5,Won
PS1748,No,45_out,Not Discussed,No,1,0,Not Discussed,0,8.333333333333334,Won
PS1750,Not Discussed,Not Discussed,Not Discussed,Not Discussed,1,0,Not Discussed,0,,Churned
PS1978,No,14_out,No,No,0,0,No,0,33.333333333333336,Won
